map_path1,map_path2,mean1,std1,quantile_max_value1,mean2,std2,quantile_max_value2,apix,emdb_id
EMD-0153/other/emd_0153_half_map_1.mrc,EMD-0153/other/emd_0153_half_map_2.mrc,-6.1754395e-06,0.0016115394,0.03588321774150037,-5.64402e-06,0.0016098608,0.035958485498427284,1.5087,EMD-0153
EMD-0153/other/emd_0153_half_map_2.mrc,EMD-0153/other/emd_0153_half_map_1.mrc,-5.64402e-06,0.0016098608,0.035958485498427284,-6.1754395e-06,0.0016115394,0.03588321774150037,1.5087,EMD-0153
EMD-0243/other/emd_0243_half_map_1.mrc,EMD-0243/other/emd_0243_half_map_2.mrc,0.0001470171,0.0041674958,0.05896199217198839,0.000147104,0.004167396,0.058842196396842475,1.4969,EMD-0243
EMD-0243/other/emd_0243_half_map_2.mrc,EMD-0243/other/emd_0243_half_map_1.mrc,0.000147104,0.004167396,0.058842196396842475,0.0001470171,0.0041674958,0.05896199217198839,1.4969,EMD-0243
EMD-0263/other/emd_0263_half_map_1.mrc,EMD-0263/other/emd_0263_half_map_2.mrc,-0.00024615586,0.0035284997,0.06364885717630386,-0.0002491841,0.0035321065,0.06318371742963791,1.5127,EMD-0263
EMD-0263/other/emd_0263_half_map_2.mrc,EMD-0263/other/emd_0263_half_map_1.mrc,-0.0002491841,0.0035321065,0.06318371742963791,-0.00024615586,0.0035284997,0.06364885717630386,1.5127,EMD-0263
EMD-0406/other/emd_0406_half_map_1.mrc,EMD-0406/other/emd_0406_half_map_2.mrc,5.414078e-06,0.0015587751,0.029925754565423755,4.892576e-07,0.0015946523,0.030278625572657942,1.505,EMD-0406
EMD-0406/other/emd_0406_half_map_2.mrc,EMD-0406/other/emd_0406_half_map_1.mrc,4.892576e-07,0.0015946523,0.030278625572657942,5.414078e-06,0.0015587751,0.029925754565423755,1.505,EMD-0406
EMD-0407/other/emd_0407_half_map_1.mrc,EMD-0407/other/emd_0407_half_map_2.mrc,0.00013067086,0.0021666596,0.03245156420502325,0.00014058972,0.0021580742,0.03206792476854957,1.5197,EMD-0407
EMD-0407/other/emd_0407_half_map_2.mrc,EMD-0407/other/emd_0407_half_map_1.mrc,0.00014058972,0.0021580742,0.03206792476854957,0.00013067086,0.0021666596,0.03245156420502325,1.5197,EMD-0407
EMD-0469/other/emd_0469_half_map_1.mrc,EMD-0469/other/emd_0469_half_map_2.mrc,0.0003247295,0.0022264766,0.049368583316489745,0.00032372997,0.0022285653,0.04932060956696156,1.5057,EMD-0469
EMD-0469/other/emd_0469_half_map_2.mrc,EMD-0469/other/emd_0469_half_map_1.mrc,0.00032372997,0.0022285653,0.04932060956696156,0.0003247295,0.0022264766,0.049368583316489745,1.5057,EMD-0469
EMD-0498/other/emd_0498_half_map_1.mrc,EMD-0498/other/emd_0498_half_map_2.mrc,-0.00023866128,0.0037208744,0.044606976220866776,-0.00023829412,0.0037169668,0.04429972805328511,1.5018,EMD-0498
EMD-0498/other/emd_0498_half_map_2.mrc,EMD-0498/other/emd_0498_half_map_1.mrc,-0.00023829412,0.0037169668,0.04429972805328511,-0.00023866128,0.0037208744,0.044606976220866776,1.5018,EMD-0498
EMD-0499/other/emd_0499_half_map_1.mrc,EMD-0499/other/emd_0499_half_map_2.mrc,0.001014745,0.0036606956,0.04629252098504416,0.0010143227,0.0036583205,0.04582156934961478,1.5018,EMD-0499
EMD-0499/other/emd_0499_half_map_2.mrc,EMD-0499/other/emd_0499_half_map_1.mrc,0.0010143227,0.0036583205,0.04582156934961478,0.001014745,0.0036606956,0.04629252098504416,1.5018,EMD-0499
EMD-0552/other/emd_0552_half_map_1.mrc,EMD-0552/other/emd_0552_half_map_2.mrc,0.0003873193,0.006139408,0.06742318269341589,0.0003941557,0.006136322,0.06747212235390929,1.502,EMD-0552
EMD-0552/other/emd_0552_half_map_2.mrc,EMD-0552/other/emd_0552_half_map_1.mrc,0.0003941557,0.006136322,0.06747212235390929,0.0003873193,0.006139408,0.06742318269341589,1.502,EMD-0552
EMD-0553/other/emd_0553_half_map_1.mrc,EMD-0553/other/emd_0553_half_map_2.mrc,0.00059373514,0.004227441,0.047290515099760455,0.0005861019,0.0042166878,0.047780650653463874,1.4987,EMD-0553
EMD-0553/other/emd_0553_half_map_2.mrc,EMD-0553/other/emd_0553_half_map_1.mrc,0.0005861019,0.0042166878,0.047780650653463874,0.00059373514,0.004227441,0.047290515099760455,1.4987,EMD-0553
EMD-0632/other/emd_0632_half_map_1.mrc,EMD-0632/other/emd_0632_half_map_2.mrc,4.494526e-05,0.0011771177,0.015996193415211926,4.8261212e-05,0.0011769474,0.01603662325860937,1.5127,EMD-0632
EMD-0632/other/emd_0632_half_map_2.mrc,EMD-0632/other/emd_0632_half_map_1.mrc,4.8261212e-05,0.0011769474,0.01603662325860937,4.494526e-05,0.0011771177,0.015996193415211926,1.5127,EMD-0632
EMD-0776/other/emd_0776_half_map_1.mrc,EMD-0776/other/emd_0776_half_map_2.mrc,8.984241e-06,0.0024075285,0.06149817608516435,1.0796605e-05,0.0024069217,0.061360526605313596,1.5048,EMD-0776
EMD-0776/other/emd_0776_half_map_2.mrc,EMD-0776/other/emd_0776_half_map_1.mrc,1.0796605e-05,0.0024069217,0.061360526605313596,8.984241e-06,0.0024075285,0.06149817608516435,1.5048,EMD-0776
EMD-0825/other/emd_0825_half_map_1.mrc,EMD-0825/other/emd_0825_half_map_2.mrc,-1.1465191e-05,0.0021156564,0.048468759405318765,-1.3360517e-05,0.0021168003,0.04897678541436833,1.4956,EMD-0825
EMD-0825/other/emd_0825_half_map_2.mrc,EMD-0825/other/emd_0825_half_map_1.mrc,-1.3360517e-05,0.0021168003,0.04897678541436833,-1.1465191e-05,0.0021156564,0.048468759405318765,1.4956,EMD-0825
EMD-0826/other/emd_0826_half_map_1.mrc,EMD-0826/other/emd_0826_half_map_2.mrc,-2.0858182e-05,0.0021456531,0.04815658045429818,-2.1292051e-05,0.002141266,0.047693664412315685,1.4956,EMD-0826
EMD-0826/other/emd_0826_half_map_2.mrc,EMD-0826/other/emd_0826_half_map_1.mrc,-2.1292051e-05,0.002141266,0.047693664412315685,-2.0858182e-05,0.0021456531,0.04815658045429818,1.4956,EMD-0826
EMD-0827/other/emd_0827_half_map_1.mrc,EMD-0827/other/emd_0827_half_map_2.mrc,0.0009629802,0.076016195,1.8739694599305556,0.0009781162,0.07609589,1.8543895243747903,1.5009,EMD-0827
EMD-0827/other/emd_0827_half_map_2.mrc,EMD-0827/other/emd_0827_half_map_1.mrc,0.0009781162,0.07609589,1.8543895243747903,0.0009629802,0.076016195,1.8739694599305556,1.5009,EMD-0827
EMD-0912/other/emd_0912_half_map_1.mrc,EMD-0912/other/emd_0912_half_map_2.mrc,-3.5137196e-05,0.0038083666,0.08636406968779262,-3.3179957e-05,0.003810723,0.0860718760333095,1.5157,EMD-0912
EMD-0912/other/emd_0912_half_map_2.mrc,EMD-0912/other/emd_0912_half_map_1.mrc,-3.3179957e-05,0.003810723,0.0860718760333095,-3.5137196e-05,0.0038083666,0.08636406968779262,1.5157,EMD-0912
